commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, import value and volume history by market year (Fresh)",2002,Sep,174,"129,078",0.74,"84,961","53,380,194"
"Strawberries, import value and volume history by market year (Fresh)",2002,Oct,280,"156,834",0.56,"85,240","53,537,028"
"Strawberries, import value and volume history by market year (Fresh)",2002,Nov,"1,866","2,515,259",1.35,"87,106","56,052,287"
"Strawberries, import value and volume history by market year (Fresh)",2002,Dec,"2,792","2,852,753",1.02,"89,899","58,905,040"
"Strawberries, import value and volume history by market year (Fresh)",2001,Jan,"6,583","4,736,696",0.72,"6,583","4,736,696"
"Strawberries, import value and volume history by market year (Fresh)",2001,Feb,"10,183","7,275,281",0.71,"16,765","12,011,977"
"Strawberries, import value and volume history by market year (Fresh)",2001,Mar,"14,135","10,869,108",0.77,"30,900","22,881,085"
"Strawberries, import value and volume history by market year (Fresh)",2001,Apr,"16,988","11,400,905",0.67,"47,888","34,281,990"
"Strawberries, import value and volume history by market year (Fresh)",2001,May,"8,494","3,547,804",0.42,"56,382","37,829,794"
"Strawberries, import value and volume history by market year (Fresh)",2001,Jun,"5,934","1,810,245",0.31,"62,315","39,640,039"
"Strawberries, import value and volume history by market year (Fresh)",2001,Jul,"2,466","891,948",0.36,"64,782","40,531,987"
"Strawberries, import value and volume history by market year (Fresh)",2001,Aug,134,"90,248",0.67,"64,916","40,622,235"
"Strawberries, import value and volume history by market year (Fresh)",2001,Sep,61,"62,502",1.02,"64,977","40,684,737"
"Strawberries, import value and volume history by market year (Fresh)",2001,Oct,292,"216,674",0.74,"65,269","40,901,411"
"Strawberries, import value and volume history by market year (Fresh)",2001,Nov,"1,992","2,078,924",1.04,"67,262","42,980,335"
"Strawberries, import value and volume history by market year (Fresh)",2001,Dec,"3,464","2,955,049",0.85,"70,726","45,935,384"
"Strawberries, import value and volume history by market year (Fresh)",2000,Jan,"7,610","5,217,472",0.69,"7,610","5,217,472"
"Strawberries, import value and volume history by market year (Fresh)",2000,Feb,"10,876","7,680,950",0.71,"18,486","12,898,422"
"Strawberries, import value and volume history by market year (Fresh)",2000,Mar,"14,941","11,513,374",0.77,"33,427","24,411,796"
"Strawberries, import value and volume history by market year (Fresh)",2000,Apr,"18,632","13,333,787",0.72,"52,058","37,745,583"
"Strawberries, import value and volume history by market year (Fresh)",2000,May,"10,349","4,872,587",0.47,"62,407","42,618,170"
"Strawberries, import value and volume history by market year (Fresh)",2000,Jun,"7,893","3,632,342",0.46,"70,301","46,250,512"
"Strawberries, import value and volume history by market year (Fresh)",2000,Jul,"1,543","770,745",0.50,"71,844","47,021,257"
"Strawberries, import value and volume history by market year (Fresh)",2000,Aug,95,"116,004",1.22,"71,939","47,137,261"
"Strawberries, import value and volume history by market year (Fresh)",2000,Sep,28,"35,483",1.29,"71,966","47,172,744"
"Strawberries, import value and volume history by market year (Fresh)",2000,Oct,236,"421,566",1.79,"72,202","47,594,310"
"Strawberries, import value and volume history by market year (Fresh)",2000,Nov,"2,361","4,171,914",1.77,"74,562","51,766,224"
"Strawberries, import value and volume history by market year (Fresh)",2000,Dec,"1,675","1,684,341",1.01,"76,237","53,450,565"
"Strawberries, import value and volume history by market year (Frozen)",2022,Jan,"33,883","32,110,691",0.95,"33,883","32,110,691"
"Strawberries, import value and volume history by market year (Frozen)",2022,Feb,"32,287","31,130,554",0.96,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Mar,"16,994","6,620,255",0.39,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Apr,"12,399","4,658,843",0.38,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,May,"15,590","5,774,708",0.37,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Jun,"7,370","2,814,838",0.38,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Jul,"2,660","1,092,489",0.41,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Aug,"1,380","615,273",0.45,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Sep,804,"353,207",0.44,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Oct,"1,088","455,808",0.42,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Nov,"1,415","567,588",0.40,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2022,Dec,"1,663","681,318",0.41,"66,170","63,241,245"
"Strawberries, import value and volume history by market year (Frozen)",2021,Jan,"37,086","33,505,087",0.90,"37,086","33,505,087"
"Strawberries, import value and volume history by market year (Frozen)",2021,Feb,"33,023","29,715,475",0.90,"70,109","63,220,562"
"Strawberries, import value and volume history by market year (Frozen)",2021,Mar,"56,477","50,878,857",0.90,"126,586","114,099,419"
"Strawberries, import value and volume history by market year (Frozen)",2021,Apr,"50,334","44,855,726",0.89,"176,920","158,955,145"
"Strawberries, import value and volume history by market year (Frozen)",2021,May,"45,795","40,864,313",0.89,"222,715","199,819,458"
"Strawberries, import value and volume history by market year (Frozen)",2021,Jun,"53,866","47,511,525",0.88,"276,581","247,330,983"
"Strawberries, import value and volume history by market year (Frozen)",2021,Jul,"34,678","30,512,659",0.88,"311,259","277,843,642"
"Strawberries, import value and volume history by market year (Frozen)",2021,Aug,"26,641","23,840,893",0.89,"337,900","301,684,535"
"Strawberries, import value and volume history by market year (Frozen)",2021,Sep,"16,550","15,165,727",0.92,"354,449","316,850,262"
"Strawberries, import value and volume history by market year (Frozen)",2021,Oct,"19,217","17,952,878",0.93,"373,666","334,803,140"
"Strawberries, import value and volume history by market year (Frozen)",2021,Nov,"26,706","24,537,321",0.92,"400,373","359,340,461"
"Strawberries, import value and volume history by market year (Frozen)",2021,Dec,"24,844","25,167,299",1.01,"425,217","384,507,760"
"Strawberries, import value and volume history by market year (Frozen)",2020,Jan,"26,470","22,750,984",0.86,"26,470","22,750,984"
"Strawberries, import value and volume history by market year (Frozen)",2020,Feb,"25,036","22,422,069",0.90,"51,507","45,173,053"
"Strawberries, import value and volume history by market year (Frozen)",2020,Mar,"46,377","39,671,058",0.86,"97,884","84,844,111"
"Strawberries, import value and volume history by market year (Frozen)",2020,Apr,"43,789","35,423,130",0.81,"141,673","120,267,241"
"Strawberries, import value and volume history by market year (Frozen)",2020,May,"38,707","31,815,990",0.82,"180,379","152,083,231"
"Strawberries, import value and volume history by market year (Frozen)",2020,Jun,"36,954","31,177,647",0.84,"217,333","183,260,878"
"Strawberries, import value and volume history by market year (Frozen)",2020,Jul,"19,463","15,969,038",0.82,"236,796","199,229,916"
"Strawberries, import value and volume history by market year (Frozen)",2020,Aug,"19,194","16,522,096",0.86,"255,990","215,752,012"
"Strawberries, import value and volume history by market year (Frozen)",2020,Sep,"14,504","12,423,885",0.86,"270,494","228,175,897"
"Strawberries, import value and volume history by market year (Frozen)",2020,Oct,"17,709","15,928,932",0.90,"288,203","244,104,829"
"Strawberries, import value and volume history by market year (Frozen)",2020,Nov,"28,389","25,356,069",0.89,"316,592","269,460,898"
"Strawberries, import value and volume history by market year (Frozen)",2020,Dec,"34,747","31,043,329",0.89,"351,339","300,504,227"
"Strawberries, import value and volume history by market year (Frozen)",2019,Jan,"21,727","17,246,852",0.79,"21,727","17,246,852"
"Strawberries, import value and volume history by market year (Frozen)",2019,Feb,"28,347","23,770,800",0.84,"50,074","41,017,652"
"Strawberries, import value and volume history by market year (Frozen)",2019,Mar,"41,603","33,306,001",0.80,"91,677","74,323,653"
"Strawberries, import value and volume history by market year (Frozen)",2019,Apr,"41,695","31,080,162",0.75,"133,372","105,403,815"
"Strawberries, import value and volume history by market year (Frozen)",2019,May,"38,563","29,677,585",0.77,"171,935","135,081,400"
"Strawberries, import value and volume history by market year (Frozen)",2019,Jun,"22,597","18,377,389",0.81,"194,532","153,458,789"
"Strawberries, import value and volume history by market year (Frozen)",2019,Jul,"17,243","14,125,056",0.82,"211,775","167,583,845"
"Strawberries, import value and volume history by market year (Frozen)",2019,Aug,"10,326","8,396,154",0.81,"222,101","175,979,999"
"Strawberries, import value and volume history by market year (Frozen)",2019,Sep,"8,463","7,104,237",0.84,"230,564","183,084,236"
"Strawberries, import value and volume history by market year (Frozen)",2019,Oct,"9,957","8,275,965",0.83,"240,520","191,360,201"
"Strawberries, import value and volume history by market year (Frozen)",2019,Nov,"14,365","12,782,148",0.89,"254,886","204,142,349"
"Strawberries, import value and volume history by market year (Frozen)",2019,Dec,"24,069","20,822,148",0.87,"278,954","224,964,497"
"Strawberries, import value and volume history by market year (Frozen)",2018,Jan,"14,810","11,124,562",0.75,"14,810","11,124,562"
"Strawberries, import value and volume history by market year (Frozen)",2018,Feb,"19,791","14,969,009",0.76,"34,600","26,093,571"
"Strawberries, import value and volume history by market year (Frozen)",2018,Mar,"35,819","25,834,262",0.72,"70,419","51,927,833"
"Strawberries, import value and volume history by market year (Frozen)",2018,Apr,"33,111","24,083,720",0.73,"103,530","76,011,553"
"Strawberries, import value and volume history by market year (Frozen)",2018,May,"29,542","21,994,639",0.74,"133,072","98,006,192"
"Strawberries, import value and volume history by market year (Frozen)",2018,Jun,"24,937","18,909,638",0.76,"158,009","116,915,830"
"Strawberries, import value and volume history by market year (Frozen)",2018,Jul,"14,236","10,073,685",0.71,"172,245","126,989,515"
"Strawberries, import value and volume history by market year (Frozen)",2018,Aug,"10,264","8,026,976",0.78,"182,509","135,016,491"
"Strawberries, import value and volume history by market year (Frozen)",2018,Sep,"9,895","7,889,735",0.80,"192,404","142,906,226"
"Strawberries, import value and volume history by market year (Frozen)",2018,Oct,"8,924","7,444,141",0.83,"201,328","150,350,367"
"Strawberries, import value and volume history by market year (Frozen)",2018,Nov,"10,565","8,511,333",0.81,"211,893","158,861,700"
"Strawberries, import value and volume history by market year (Frozen)",2018,Dec,"13,030","11,261,124",0.86,"224,923","170,122,824"
"Strawberries, import value and volume history by market year (Frozen)",2017,Jan,"23,888","18,102,888",0.76,"23,888","18,102,888"
"Strawberries, import value and volume history by market year (Frozen)",2017,Feb,"29,625","20,728,079",0.70,"53,514","38,830,967"
"Strawberries, import value and volume history by market year (Frozen)",2017,Mar,"40,361","27,591,933",0.68,"93,875","66,422,900"
"Strawberries, import value and volume history by market year (Frozen)",2017,Apr,"34,227","23,226,023",0.68,"128,101","89,648,923"
"Strawberries, import value and volume history by market year (Frozen)",2017,May,"30,790","21,240,136",0.69,"158,891","110,889,059"
"Strawberries, import value and volume history by market year (Frozen)",2017,Jun,"23,569","16,660,203",0.71,"182,460","127,549,262"
"Strawberries, import value and volume history by market year (Frozen)",2017,Jul,"13,068","10,191,190",0.78,"195,528","137,740,452"
"Strawberries, import value and volume history by market year (Frozen)",2017,Aug,"8,455","6,703,440",0.79,"203,983","144,443,892"
"Strawberries, import value and volume history by market year (Frozen)",2017,Sep,"7,316","5,673,491",0.78,"211,299","150,117,383"
"Strawberries, import value and volume history by market year (Frozen)",2017,Oct,"7,421","6,086,863",0.82,"218,721","156,204,246"
"Strawberries, import value and volume history by market year (Frozen)",2017,Nov,"11,303","9,326,110",0.83,"230,024","165,530,356"
